,original,radar,syntax
98,"def countSubarray ( arr , n , k ) :
    count = 0
    for i in range ( 0 , n ) :
        sum = 0
        for j in range ( i , n ) :
            if ( sum + arr [ j ] < k ) :
                sum = arr [ j ] + sum
                count += 1
            else :
                break
    return count
","def cuontSubarray ( arr , n , k ) :
    count = 0
    for i in range ( 0 , n ) :
        sum = 0
        for j in range ( i , n ) :
            if ( sum + arr [ j ] < k ) :
                sum = arr [ j ] + sum
                count += 1
            else :
                break
    return count
","def countSubarray ( arr , n , k ) :
    count = 0
    i = 0
    while i in list ( range ( n ) ) :
        sum = 0
        for j in range ( i , n ) :
            if ( sum + arr [ j ] < k ) :
                sum = arr [ j ] + sum
                count += 1
            else :
                i += 1
                break
        i += 1
    return count"
99,"def findSubstrings ( s , k ) :
    ans = 0
    n = len ( s )
    for i in range ( n ) :
        cnt = [ 0 ] * 26
        for j in range ( i , n ) :
            cnt [ ord ( s [ j ] ) - ord ( 'a' ) ] += 1
            if ( cnt [ ord ( s [ j ] ) - ord ( 'a' ) ] <= k ) :
                ans += 1
            else :
                break
    return ans
","def findSubsrtings ( s , k ) :
    ans = 0
    n = len ( s )
    for i in range ( n ) :
        cnt = [ 0 ] * 26
        for j in range ( i , n ) :
            cnt [ ord ( s [ j ] ) - ord ( 'a' ) ] += 1
            if ( cnt [ ord ( s [ j ] ) - ord ( 'a' ) ] <= k ) :
                ans += 1
            else :
                break
    return ans
","def findSubstrings ( s , k ) :
    ans = 0
    n = len ( s )
    for i in range ( n ) :
        cnt = [ 0 ] * 26
        for j in range ( i , n ) :
            cnt [ ord ( s [ j ] ) - ord ( ' ' ) ] += 1
            if ( cnt [ ord ( s [ j ] ) - ord ( ' ' ) ] <= k ) :
                ans = ans + 1
                else : break
    return ans"
100,"def countsubarray ( array , n , k ) :
    count = 0
    for i in range ( 0 , n ) :
        if array [ i ] <= k :
            count += 1
        mul = array [ i ]
        for j in range ( i + 1 , n ) :
            mul = mul * array [ j ]
            if mul <= k :
                count += 1
            else :
                break
    return count
","def pendulum ( array , n , k ) :
    count = 0
    for i in range ( 0 , n ) :
        if array [ i ] <= k :
            count += 1
        mul = array [ i ]
        for j in range ( i + 1 , n ) :
            mul = mul * array [ j ]
            if mul <= k :
                count += 1
            else :
                break
    return count
","def countsubarray ( array , n , k ) :
    count = 0
    i = 0
    while i in list ( range ( n ) ) :
        if array [ i ] <= k :
            count += 1
        mul = array [ i ]
        for j in range ( i + 1 , n ) :
            mul = mul * array [ j ]
            if mul <= k :
                count += 1
            else :
                i += 1
                break
        i += 1
    return count"
101,"def MinStep ( a , n ) :
    positive = 0
    negative = 0
    zero = 0
    step = 0
    for i in range ( n ) :
        if ( a [ i ] == 0 ) :
            zero += 1
        elif ( a [ i ] < 0 ) :
            negative += 1
            step = step + ( - 1 - a [ i ] )
        else :
            positive += 1
            step = step + ( a [ i ] - 1 )
    if ( negative % 2 == 0 ) :
        step = step + zero
    else :
        if ( zero > 0 ) :
            step = step + zero
        else :
            step = step + 2
    return step
","def maxPublic ( a , n ) :
    positive = 0
    negative = 0
    zero = 0
    step = 0
    for i in range ( n ) :
        if ( a [ i ] == 0 ) :
            zero += 1
        elif ( a [ i ] < 0 ) :
            negative += 1
            step = step + ( - 1 - a [ i ] )
        else :
            positive += 1
            step = step + ( a [ i ] - 1 )
    if ( negative % 2 == 0 ) :
        step = step + zero
    else :
        if ( zero > 0 ) :
            step = step + zero
        else :
            step = step + 2
    return step
","def MinStep ( a , n ) :
    positive = 0
    negative = 0
    zero = 0
    step = 0
    for i in range ( n ) :
        if ( 0 == a [ i ] ) :
            zero += 1
        elif ( a [ i ] < 0 ) :
            negative += 1
            step = step + ( - 1 - a [ i ] )
        else :
            positive += 1
            step = step + ( a [ i ] - 1 )
    if ( negative % 2 == 0 ) :
        step = step + zero
    else :
        if ( zero > 0 ) :
            step = step + zero
        else :
            step = step + 2
    return step"
102,"def minChanges ( A , n ) :
    cnt = 0
    for i in range ( n - 2 ) :
        if ( ( i - 1 >= 0 ) and A [ i - 1 ] == 1 and A [ i + 1 ] == 1 and A [ i ] == 0 ) :
            A [ i + 1 ] = 0
            cnt = cnt + 1
    return cnt
","def miChangs ( A , n ) :
    cnt = 0
    for i in range ( n - 2 ) :
        if ( ( i - 1 >= 0 ) and A [ i - 1 ] == 1 and A [ i + 1 ] == 1 and A [ i ] == 0 ) :
            A [ i + 1 ] = 0
            cnt = cnt + 1
    return cnt
","def minChanges ( A , n ) :
    cnt = 0
    i = 0
    while i in list ( range ( n - 2 ) ) :
        if ( ( i - 1 >= 0 ) and A [ i - 1 ] == 1 and A [ i + 1 ] == 1 and A [ i ] == 0 ) :
            A [ i + 1 ] = 0
            cnt = cnt + 1
        i += 1
    return cnt"
103,"def countChars ( string , n ) :
    i = 0 ; cnt = 0
    while ( i < n ) :
        if ( string [ i ] == '0' ) :
            i += 1
        else :
            i += 2
        cnt += 1
    return cnt
","def countSuffix ( string , n ) :
    i = 0 ; cnt = 0
    while ( i < n ) :
        if ( string [ i ] == '0' ) :
            i += 1
        else :
            i += 2
        cnt += 1
    return cnt
","def countChars ( string , n ) :
    i = 0
    ; cnt = 0
    while ( i < n ) :
        if ( string [ i ] != '0' ) :
            i += 2
        else :
            i += 1
        cnt += 1
    return cnt"
104,"def tribWord ( n ) :
    Sn_1 = ""1""
    Sn_2 = ""12""
    Sn_3 = ""1213""
    for i in range ( 3 , n + 1 ) :
        tmp = Sn_3
        Sn_3 += ( Sn_2 + Sn_1 )
        Sn_1 = Sn_2
        Sn_2 = tmp
    return Sn_3
","def tribSentence ( n ) :
    Sn_1 = ""1""
    Sn_2 = ""12""
    Sn_3 = ""1213""
    for i in range ( 3 , n + 1 ) :
        tmp = Sn_3
        Sn_3 += ( Sn_2 + Sn_1 )
        Sn_1 = Sn_2
        Sn_2 = tmp
    return Sn_3
","def tribWord ( n ) :
    Sn_1 = "" ""
    Sn_2 = "" ""
    Sn_3 = "" ""
    for i in range ( 3 , n + 1 ) :
        tmp = Sn_3
        Sn_3 = Sn_3 + ( Sn_2 + Sn_1 )
        Sn_1 = Sn_2
        Sn_2 = tmp
    return Sn_3"
105,"def findSubstrings ( s , k ) :
    ans = 0
    n = len ( s )
    for i in range ( n ) :
        cnt = [ 0 ] * 26
        for j in range ( i , n ) :
            cnt [ ord ( s [ j ] ) - ord ( 'a' ) ] += 1
            if ( cnt [ ord ( s [ j ] ) - ord ( 'a' ) ] <= k ) :
                ans += 1
            else :
                break
    return ans
","def findSuffix ( s , k ) :
    ans = 0
    n = len ( s )
    for i in range ( n ) :
        cnt = [ 0 ] * 26
        for j in range ( i , n ) :
            cnt [ ord ( s [ j ] ) - ord ( 'a' ) ] += 1
            if ( cnt [ ord ( s [ j ] ) - ord ( 'a' ) ] <= k ) :
                ans += 1
            else :
                break
    return ans
","def findSubstrings ( s , k ) :
    ans = 0
    n = len ( s )
    i = 0
    while i in list ( range ( n ) ) :
        cnt = [ 0 ] * 26
        for j in range ( i , n ) :
            cnt [ ord ( s [ j ] ) - ord ( 'a' ) ] += 1
            if ( cnt [ ord ( s [ j ] ) - ord ( 'a' ) ] <= k ) :
                ans += 1
            else :
                i += 1
                break
        i += 1
    return ans"
106,"def getSubSeq ( s , n ) :
    res = """"
    cr = 0
    while ( cr < n ) :
        mx = s [ cr ]
        for i in range ( cr + 1 , n ) :
            mx = max ( mx , s [ i ] )
        lst = cr
        for i in range ( cr , n ) :
            if ( s [ i ] == mx ) :
                res += s [ i ]
                lst = i
        cr = lst + 1
    return res
","def keyLengthSeq ( s , n ) :
    res = """"
    cr = 0
    while ( cr < n ) :
        mx = s [ cr ]
        for i in range ( cr + 1 , n ) :
            mx = max ( mx , s [ i ] )
        lst = cr
        for i in range ( cr , n ) :
            if ( s [ i ] == mx ) :
                res += s [ i ]
                lst = i
        cr = lst + 1
    return res
","def getSubSeq ( s , n ) :
    res = """"
    cr = 0
    while ( cr < n ) :
        mx = s [ cr ]
        for i in range ( cr + 1 , n ) :
            mx = max ( mx , s [ i ] )
        lst = cr
        for i in range ( cr , n ) :
            if ( mx == s [ i ] ) :
                res += s [ i ]
                lst = i
        cr = lst + 1
    return res"
107,"def findNumber ( n ) :
    n -= 1
    i = 1
    while n >= 0 :
        n -= i
        i += 1
    return ( n + i )
","def findNumbers ( n ) :
    n -= 1
    i = 1
    while n >= 0 :
        n -= i
        i += 1
    return ( n + i )
","def findNumber ( n ) :
    n -= 1
    i = 1
    while 0 <= n :
        n -= i
        i += 1
    return ( n + i )"
108,"def findSmallest ( s ) :
    length = len ( s )
    loccur = [ - 1 ] * 26
    for i in range ( length - 1 , - 1 , - 1 ) :
        chI = ord ( s [ i ] ) - ord ( 'a' )
        if ( loccur [ chI ] == - 1 ) :
            loccur [ chI ] = i
    sorted_s = s
    sorted_s.sort ( )
    for i in range ( length ) :
        if ( s [ i ] != sorted_s [ i ] ) :
            chI = ord ( sorted_s [ i ] ) - ord ( 'a' )
            last_occ = loccur [ chI ]
            s [ i ] , s [ last_occ ] = s [ last_occ ] , s [ i ]
            break
    return """".join ( s )
","def findPosition ( s ) :
    length = len ( s )
    loccur = [ - 1 ] * 26
    for i in range ( length - 1 , - 1 , - 1 ) :
        chI = ord ( s [ i ] ) - ord ( 'a' )
        if ( loccur [ chI ] == - 1 ) :
            loccur [ chI ] = i
    sorted_s = s
    sorted_s.sort ( )
    for i in range ( length ) :
        if ( s [ i ] != sorted_s [ i ] ) :
            chI = ord ( sorted_s [ i ] ) - ord ( 'a' )
            last_occ = loccur [ chI ]
            s [ i ] , s [ last_occ ] = s [ last_occ ] , s [ i ]
            break
    return """".join ( s )
","def findSmallest ( s ) :
    length = len ( s )
    loccur = [ - 1 ] * 26
    for i in range ( length - 1 , - 1 , - 1 ) :
        chI = ord ( s [ i ] ) - ord ( 'a' )
        if ( - 1 == loccur [ chI ] ) :
            loccur [ chI ] = i
    sorted_s = s
    sorted_s.sort ( )
    for i in range ( length ) :
        if ( s [ i ] != sorted_s [ i ] ) :
            chI = ord ( sorted_s [ i ] ) - ord ( 'a' )
            last_occ = loccur [ chI ]
            s [ i ] , s [ last_occ ] = s [ last_occ ] , s [ i ]
            break
    return """".join ( s )"
109,"def canMakeEqual ( a , n ) :
    for i in range ( n ) :
        while ( a [ i ] % 5 == 0 ) :
            a [ i ] //= 5
        while ( a [ i ] % 3 == 0 ) :
            a [ i ] //= 3
    last = a [ 0 ]
    for i in range ( 1 , n ) :
        if ( a [ i ] != last ) :
            return False
    return True
","def canMakeEual ( a , n ) :
    for i in range ( n ) :
        while ( a [ i ] % 5 == 0 ) :
            a [ i ] //= 5
        while ( a [ i ] % 3 == 0 ) :
            a [ i ] //= 3
    last = a [ 0 ]
    for i in range ( 1 , n ) :
        if ( a [ i ] != last ) :
            return False
    return True
","def canMakeEqual ( a , n ) :
    for i in range ( n ) :
        while ( a [ i ] % 5 == 0 ) :
            a [ i ] //= 5
        while ( a [ i ] % 3 == 0 ) :
            a [ i ] //= 3
    last = a [ 0 ]
    i = 1
    while i in list ( range ( n ) ) :
        if ( a [ i ] != last ) :
            i += 1
            return False
        i += 1
    return True"
110,"def isValid ( string , length ) :
    for i in range ( 1 , length ) :
        if string [ i ] == string [ i - 1 ] :
            return False
    return True
","def possibleIf ( string , length ) :
    for i in range ( 1 , length ) :
        if string [ i ] == string [ i - 1 ] :
            return False
    return True
","def isValid ( string , length ) :
    i = 1
    while i in list ( range ( length ) ) :
        if string [ i ] == string [ i - 1 ] :
            i += 1
            return False
        i += 1
    return True"
111,"def XorAscii ( str1 , len1 ) :
    ans = ord ( str1 [ 0 ] )
    for i in range ( 1 , len1 ) :
        ans = ( ans ^ ( ord ( str1 [ i ] ) ) )
    return ans
","def seiresAscii ( str1 , len1 ) :
    ans = ord ( str1 [ 0 ] )
    for i in range ( 1 , len1 ) :
        ans = ( ans ^ ( ord ( str1 [ i ] ) ) )
    return ans
","def XorAscii ( str1 , len1 ) :
    ans = ord ( str1 [ 0 ] )
    i = 1
    while i in list ( range ( len1 ) ) :
        ans = ( ans ^ ( ord ( str1 [ i ] ) ) )
        i += 1
    return ans"
112,"def steps ( source , step , dest ) :
    if ( abs ( source ) > ( dest ) ) :
        return sys.maxsize
    if ( source == dest ) :
        return step
    pos = steps ( source + step + 1 , step + 1 , dest )
    neg = steps ( source - step - 1 , step + 1 , dest )
    return min ( pos , neg )
","def exclud ( source , step , dest ) :
    if ( abs ( source ) > ( dest ) ) :
        return sys.maxsize
    if ( source == dest ) :
        return step
    pos = exclud ( source + step + 1 , step + 1 , dest )
    neg = exclud ( source - step - 1 , step + 1 , dest )
    return min ( pos , neg )
","def steps ( source , step , dest ) :
    if ( abs ( source ) > ( dest ) ) :
        return sys.maxsize
    if ( dest == source ) :
        return step
    pos = steps ( source + step + 1 , step + 1 , dest )
    neg = steps ( source - step - 1 , step + 1 , dest )
    return min ( pos , neg )"
113,"def decideWinner ( a , n ) :
    count0 = 0
    count1 = 0
    count2 = 0
    count3 = 0
    for i in range ( n ) :
        if ( a [ i ] % 4 == 0 ) :
            count0 += 1
        elif ( a [ i ] % 4 == 1 ) :
            count1 += 1
        elif ( a [ i ] % 4 == 2 ) :
            count2 += 1
        elif ( a [ i ] % 4 == 3 ) :
            count3 += 1
    if ( count0 % 2 == 0 and count1 % 2 == 0 and count2 % 2 == 0 and count3 == 0 ) :
        return 1
    else :
        return 2
","def decideSurface ( a , n ) :
    count0 = 0
    count1 = 0
    count2 = 0
    count3 = 0
    for i in range ( n ) :
        if ( a [ i ] % 4 == 0 ) :
            count0 += 1
        elif ( a [ i ] % 4 == 1 ) :
            count1 += 1
        elif ( a [ i ] % 4 == 2 ) :
            count2 += 1
        elif ( a [ i ] % 4 == 3 ) :
            count3 += 1
    if ( count0 % 2 == 0 and count1 % 2 == 0 and count2 % 2 == 0 and count3 == 0 ) :
        return 1
    else :
        return 2
","def decideWinner ( a , n ) :
    count0 = 0
    count1 = 0
    count2 = 0
    count3 = 0
    i = 0
    while i in list ( range ( n ) ) :
        if ( a [ i ] % 4 == 0 ) :
            count0 += 1
        elif ( a [ i ] % 4 == 1 ) :
            count1 += 1
        elif ( a [ i ] % 4 == 2 ) :
            count2 += 1
        elif ( a [ i ] % 4 == 3 ) :
            count3 += 1
        i += 1
    if ( count0 % 2 == 0 and count1 % 2 == 0 and count2 % 2 == 0 and count3 == 0 ) :
        return 1
    else :
        return 2"
114,"def check ( a , n ) :
    for i in range ( n ) :
        if ( a [ i ] ) :
            return True
    return False
","def converthenumber ( a , n ) :
    for i in range ( n ) :
        if ( a [ i ] ) :
            return True
    return False
","def check ( a , n ) :
    i = 0
    while i in list ( range ( n ) ) :
        if ( a [ i ] ) :
            i += 1
            return True
        i += 1
    return False"
115,"def longestSubArray ( arr , n ) :
    isZeroPresent = False
    for i in range ( 0 , n ) :
        if ( arr [ i ] == 0 ) :
            isZeroPresent = True
            break
    if ( isZeroPresent ) :
        return n
    return 0
","def longstSubArray ( arr , n ) :
    isZeroPresent = False
    for i in range ( 0 , n ) :
        if ( arr [ i ] == 0 ) :
            isZeroPresent = True
            break
    if ( isZeroPresent ) :
        return n
    return 0
","def longestSubArray ( arr , n ) :
    isZeroPresent = False
    i = 0
    while i in list ( range ( n ) ) :
        if ( arr [ i ] == 0 ) :
            isZeroPresent = True
            i += 1
            break
        i += 1
    if ( isZeroPresent ) :
        return n
    return 0"
116,"def submatrixXor ( arr , n ) :
    ans = 0
    for i in range ( 0 , n ) :
        for j in range ( 0 , n ) :
            top_left = ( i + 1 ) * ( j + 1 )
            bottom_right = ( n - i ) * ( n - j )
            if ( top_left % 2 == 1 and bottom_right % 2 == 1 ) :
                ans = ( ans ^ arr [ i ] [ j ] )
    return ans
","def sumbatrixSeires ( arr , n ) :
    ans = 0
    for i in range ( 0 , n ) :
        for j in range ( 0 , n ) :
            top_left = ( i + 1 ) * ( j + 1 )
            bottom_right = ( n - i ) * ( n - j )
            if ( top_left % 2 == 1 and bottom_right % 2 == 1 ) :
                ans = ( ans ^ arr [ i ] [ j ] )
    return ans
","def submatrixXor ( arr , n ) :
    ans = 0
    for i in range ( 0 , n ) :
        for j in range ( 0 , n ) :
            top_left = ( i + 1 ) * ( j + 1 )
            bottom_right = ( n - i ) * ( n - j )
            if ( 1 == top_left % 2 and bottom_right % 2 == 1 ) :
                ans = ( ans ^ arr [ i ] [ j ] )
    return ans"
117,"def sumOfTheSeries ( n ) :
    sum = 0
    for i in range ( 0 , n + 1 ) :
        k = 2
        for j in range ( 1 , i + 1 ) :
            sum = sum + k
            k = k + 2
    return sum
","def currOfTheNumberofterm ( n ) :
    sum = 0
    for i in range ( 0 , n + 1 ) :
        k = 2
        for j in range ( 1 , i + 1 ) :
            sum = sum + k
            k = k + 2
    return sum
","def sumOfTheSeries ( n ) :
    sum = 0
    i = 0
    while i in list ( range ( n + 1 ) ) :
        k = 2
        for j in range ( 1 , i + 1 ) :
            sum = sum + k
            k = k + 2
        i += 1
    return sum"
118,"def minChanges ( A , n ) :
    cnt = 0
    for i in range ( n - 2 ) :
        if ( ( i - 1 >= 0 ) and A [ i - 1 ] == 1 and A [ i + 1 ] == 1 and A [ i ] == 0 ) :
            A [ i + 1 ] = 0
            cnt = cnt + 1
    return cnt
","def miChanges ( A , n ) :
    cnt = 0
    for i in range ( n - 2 ) :
        if ( ( i - 1 >= 0 ) and A [ i - 1 ] == 1 and A [ i + 1 ] == 1 and A [ i ] == 0 ) :
            A [ i + 1 ] = 0
            cnt = cnt + 1
    return cnt
","def minChanges ( A , n ) :
    cnt = 0
    for i in range ( n - 2 ) :
        if ( ( i - 1 >= 0 ) and 1 == A [ i - 1 ] and A [ i + 1 ] == 1 and A [ i ] == 0 ) :
            A [ i + 1 ] = 0
            cnt = cnt + 1
    return cnt"
119,"def count ( n ) :
    cnt = 0
    p = 1
    while ( p <= n ) :
        cnt = cnt + 1
        p *= 2
    return cnt
","def cnt ( n ) :
    cnt = 0
    p = 1
    while ( p <= n ) :
        cnt = cnt + 1
        p *= 2
    return cnt
","def count ( n ) :
    cnt = 0
    p = 1
    while ( n >= p ) :
        cnt = cnt + 1
        p *= 2
    return cnt"
120,"def countTripletsLessThanL ( n , L , arr ) :
    arr.sort ( )
    ways = 0
    for i in range ( n ) :
        for j in range ( i + 1 , n ) :
            for k in range ( j + 1 , n ) :
                mostDistantDistance = arr [ k ] - arr [ i ]
                if ( mostDistantDistance <= L ) :
                    ways += 1
    return ways
","def countTriplestWithWithL ( n , L , arr ) :
    arr.sort ( )
    ways = 0
    for i in range ( n ) :
        for j in range ( i + 1 , n ) :
            for k in range ( j + 1 , n ) :
                mostDistantDistance = arr [ k ] - arr [ i ]
                if ( mostDistantDistance <= L ) :
                    ways += 1
    return ways
","def countTripletsLessThanL ( n , L , arr ) :
    arr.sort ( )
    ways = 0
    for i in range ( n ) :
        for j in range ( i + 1 , n ) :
            for k in range ( j + 1 , n ) :
                mostDistantDistance = arr [ k ] - arr [ i ]
                if ( L >= mostDistantDistance ) :
                    ways += 1
    return ways"
121,"def FindElement ( A , n ) :
    for i in range ( 0 , n , 1 ) :
        flag = 0
        for j in range ( 0 , i , 1 ) :
            if ( A [ j ] >= A [ i ] ) :
                flag = 1
                break
        for j in range ( i + 1 , n , 1 ) :
            if ( A [ j ] <= A [ i ] ) :
                flag = 1
                break
        if ( flag == 0 ) :
            return A [ i ]
    return - 1
","def findElemnt ( A , n ) :
    for i in range ( 0 , n , 1 ) :
        flag = 0
        for j in range ( 0 , i , 1 ) :
            if ( A [ j ] >= A [ i ] ) :
                flag = 1
                break
        for j in range ( i + 1 , n , 1 ) :
            if ( A [ j ] <= A [ i ] ) :
                flag = 1
                break
        if ( flag == 0 ) :
            return A [ i ]
    return - 1
","def FindElement ( A , n ) :
    i = 0
    while i in list ( range ( n ) ) :
        flag = 0
        for j in range ( 0 , i , 1 ) :
            if ( A [ j ] >= A [ i ] ) :
                flag = 1
                i += 1
                break
        for j in range ( i + 1 , n , 1 ) :
            if ( A [ j ] <= A [ i ] ) :
                flag = 1
                i += 1
                break
        if ( flag == 0 ) :
            i += 1
            return A [ i ]
        i += 1
    return - 1"
122,"def validPosition ( arr , N , K ) :
    count = 0 ; sum = 0
    for i in range ( N ) :
        sum += arr [ i ]
    for i in range ( N ) :
        if ( ( arr [ i ] + K ) > ( sum - arr [ i ] ) ) :
            count += 1
    return count
","def validSubarr ( arr , N , K ) :
    count = 0 ; sum = 0
    for i in range ( N ) :
        sum += arr [ i ]
    for i in range ( N ) :
        if ( ( arr [ i ] + K ) > ( sum - arr [ i ] ) ) :
            count += 1
    return count
","def validPosition ( arr , N , K ) :
    count = 0
    ; sum = 0
    for i in range ( N ) :
        sum += arr [ i ]
    for i in range ( N ) :
        if ( ( sum - arr [ i ] ) < ( arr [ i ] + K ) ) :
            count += 1
    return count"
123,"def findSmallest ( a , n ) :
    for i in range ( 0 , n ) :
        for j in range ( 0 , n ) :
            if ( ( a [ j ] % a [ i ] ) >= 1 ) :
                break
            if ( j == n - 1 ) :
                return a [ i ]
        return - 1
    ","def findSmallest ( a , n ) :
    for i in range ( 0 , n ) :
        for j in range ( 0 , n ) :
            if ( ( a [ j ] % a [ i ] ) >= 1 ) :
                break
            if ( j == n - 1 ) :
                return a [ i ]
        return - 1
","def findSmallest ( a , n ) :
    i = 0
    while i in list ( range ( n ) ) :
        for j in range ( 0 , n ) :
            if ( ( a [ j ] % a [ i ] ) >= 1 ) :
                i += 1
                break
            if ( j == n - 1 ) :
                i += 1
                return a [ i ]
        i += 1
        return - 1
        i += 1"
124,"def findNthEvenDigitNumber ( n ) :
    if ( n == 1 ) :
        return 0
    v = [ ]
    n = n - 1
    while ( n > 0 ) :
        v.append ( n % 5 )
        n = n // 5
    result = 0
    for i in range ( len ( v ) - 1 , - 1 , - 1 ) :
        result = result * 10
        result = result + v [ i ]
    return 2 * result
","def cocktailNhEevnDigitNumbre ( n ) :
    if ( n == 1 ) :
        return 0
    v = [ ]
    n = n - 1
    while ( n > 0 ) :
        v.append ( n % 5 )
        n = n // 5
    result = 0
    for i in range ( len ( v ) - 1 , - 1 , - 1 ) :
        result = result * 10
        result = result + v [ i ]
    return 2 * result
","def findNthEvenDigitNumber ( n ) :
    if ( n == 1 ) :
        return 0
    v = [ ]
    n = n - 1
    while ( n > 0 ) :
        v.append ( n % 5 )
        n = n // 5
    result = 0
    i = len ( v ) - 1
    while i in list ( range ( - 1 ) ) :
        result = result * 10
        result = result + v [ i ]
        i += - 1
    return 2 * result"
125,"def countNums ( l , r ) :
    cnt = 0
    for i in range ( l , r + 1 ) :
        lastDigit = ( i % 10 )
        if ( ( lastDigit % 10 ) == 2 or ( lastDigit % 10 ) == 3 or ( lastDigit % 10 ) == 9 ) :
            cnt += 1
    return cnt
","def cntNusm ( l , r ) :
    cnt = 0
    for i in range ( l , r + 1 ) :
        lastDigit = ( i % 10 )
        if ( ( lastDigit % 10 ) == 2 or ( lastDigit % 10 ) == 3 or ( lastDigit % 10 ) == 9 ) :
            cnt += 1
    return cnt
","def countNums ( l , r ) :
    cnt = 0
    for i in range ( l , r + 1 ) :
        lastDigit = ( i % 10 )
        if ( 2 == ( lastDigit % 10 ) or ( lastDigit % 10 ) == 3 or ( lastDigit % 10 ) == 9 ) :
            cnt += 1
    return cnt"
126,"def countMaxSetBits ( left , right ) :
    while ( left | ( left + 1 ) ) <= right :
        left |= left + 1
    return left
","def cntMaxSetBits ( left , right ) :
    while ( left | ( left + 1 ) ) <= right :
        left |= left + 1
    return left
","def countMaxSetBits ( left , right ) :
    while right >= ( left | ( left + 1 ) ) :
        left |= left + 1
    return left"
127,"def LongestSubarray ( a , n , k ) :
    pre = [ 0 for i in range ( n ) ]
    for i in range ( n ) :
        if ( a [ i ] > k ) :
            pre [ i ] = 1
        else :
            pre [ i ] = - 1
    for i in range ( 1 , n ) :
        pre [ i ] = pre [ i - 1 ] + pre [ i ]
    Len = 0
    lo = 1
    hi = n
    while ( lo <= hi ) :
        mid = ( lo + hi ) // 2
        ok = False
        for i in range ( mid - 1 , n ) :
            x = pre [ i ]
            if ( i - mid >= 0 ) :
                x -= pre [ i - mid ]
            if ( x > 0 ) :
                ok = True
                break
        if ( ok == True ) :
            Len = mid
            lo = mid + 1
        else :
            hi = mid - 1
    return Len
","def longestSubarray ( a , n , k ) :
    pre = [ 0 for i in range ( n ) ]
    for i in range ( n ) :
        if ( a [ i ] > k ) :
            pre [ i ] = 1
        else :
            pre [ i ] = - 1
    for i in range ( 1 , n ) :
        pre [ i ] = pre [ i - 1 ] + pre [ i ]
    Len = 0
    lo = 1
    hi = n
    while ( lo <= hi ) :
        mid = ( lo + hi ) // 2
        ok = False
        for i in range ( mid - 1 , n ) :
            x = pre [ i ]
            if ( i - mid >= 0 ) :
                x -= pre [ i - mid ]
            if ( x > 0 ) :
                ok = True
                break
        if ( ok == True ) :
            Len = mid
            lo = mid + 1
        else :
            hi = mid - 1
    return Len
","def LongestSubarray ( a , n , k ) :
    pre = [ 0 for i in range ( n ) ]
    for i in range ( n ) :
        if ( a [ i ] > k ) :
            pre [ i ] = 1
        else :
            pre [ i ] = - 1
    i = 1
    while i in list ( range ( n ) ) :
        pre [ i ] = pre [ i - 1 ] + pre [ i ]
        i += 1
    Len = 0
    lo = 1
    hi = n
    while ( lo <= hi ) :
        mid = ( lo + hi ) // 2
        ok = False
        for i in range ( mid - 1 , n ) :
            x = pre [ i ]
            if ( i - mid >= 0 ) :
                x -= pre [ i - mid ]
            if ( x > 0 ) :
                ok = True
                break
        if ( ok == True ) :
            Len = mid
            lo = mid + 1
        else :
            hi = mid - 1
    return Len"
128,"def countSubSeq ( i , Sum , cnt , a , n ) :
    if ( i == n ) :
        if ( Sum == 0 and cnt > 0 ) :
            return 1
        else :
            return 0
    ans = 0
    ans += countSubSeq ( i + 1 , Sum , cnt , a , n )
    ans += countSubSeq ( i + 1 , Sum + a [ i ] , cnt + 1 , a , n )
    return ans
","def conutSubSeq ( i , Sum , cnt , a , n ) :
    if ( i == n ) :
        if ( Sum == 0 and cnt > 0 ) :
            return 1
        else :
            return 0
    ans = 0
    ans += conutSubSeq ( i + 1 , Sum , cnt , a , n )
    ans += conutSubSeq ( i + 1 , Sum + a [ i ] , cnt + 1 , a , n )
    return ans
","def countSubSeq ( i , Sum , cnt , a , n ) :
    if ( i == n ) :
        if ( 0 == Sum and cnt > 0 ) :
            return 1
        else :
            return 0
    ans = 0
    ans += countSubSeq ( i + 1 , Sum , cnt , a , n )
    ans += countSubSeq ( i + 1 , Sum + a [ i ] , cnt + 1 , a , n )
    return ans"
129,"def maxLength ( arr , N ) :
    product = 1
    Len = 0
    for i in arr :
        product *= i
    if ( product >= 0 ) :
        return N
    for i in range ( N ) :
        if ( arr [ i ] < 0 ) :
            Len = max ( Len , max ( N - i - 1 , i ) )
    return Len
","def mxLength ( arr , N ) :
    product = 1
    Len = 0
    for i in arr :
        product *= i
    if ( product >= 0 ) :
        return N
    for i in range ( N ) :
        if ( arr [ i ] < 0 ) :
            Len = max ( Len , max ( N - i - 1 , i ) )
    return Len
","def maxLength ( arr , N ) :
    product = 1
    Len = 0
    for i in arr :
        product *= i
    if ( product >= 0 ) :
        return N
    for i in range ( N ) :
        if ( 0 > arr [ i ] ) :
            Len = max ( Len , max ( N - i - 1 , i ) )
    return Len"
